Gress et al. 2026. Supplementary Material. Specimen-level weighted mean Tamura-Nei distance matrix.

,Acanthopathes_humilis_USNM1484553,Acanthopathes_undulata_USNM99807,Allopathes_desbonni_USNM88327,Allopathes_sp_USNM1689376,Alternatipathes_bipinnata_USNM1234554,Alternatipathes_mirabilis_USNM1070972,Alternatipathes_venusta_USNM1404492,Anozopathes_hawaiiensis_USNM1010741,Anozopathes_palauensis_USNM1007104,Antipathes_aculeata_MTQG80032,Antipathes_arborea_MTQ77188,Antipathes_caribbeana_USNM1122627,Antipathes_curvata_MTQG79996,Antipathes_delicatula_MTQG77186,Antipathes_dendrochristos_USNM1467666,Antipathes_dichotoma_NMNH1280884,Antipathes_dichotoma_UGSARD13,Antipathes_falkorae_MTQG80067,Antipathes_flabellum_INVM110519,Antipathes_fruticosa_MTQG80070,Antipathes_grandis_MTQG80005,Antipathes_leptocrada_MTQG80066,Antipathes_simplex_MTQG80062,Aphanipathes_cf_pedata_USNM1410008,Aphanipathes_puertoricoensis_USNM1660436,Aphanipathes_sarothamnoides_USNM1007094,Aphanipathes_verticillata_MTQG80075,Aphanostichopathes_dissimilis_USNM1606539,Asteriopathes_arachniformis_MTQG80021,Asteriopathes_arachniformis_USNM1007096,Asteriopathes_colini_MTQG80153,Asteriopathes_colini_USNM1007092,Bathypathes_cf_patula_NIWA4295,Bathypathes_platycaulus_NIWA4288,Bathypathes_pseudoalternata_MTQG80040,Bathypathes_pseudoalternata_NIWA64561,Blastopathes_medusa_MTQ74924,Cirrhipathes_anguina_INVM110716,Cupressopathes_abies_MTQG74918,Cupressopathes_simplex_NIWA19863,Cupressopathes_sp_MTQG74917,Dendropathes_sp_CAS223580,Diplopathes_antartica_NIWA38070,Eidikopathes_korallispongia_RSIOANT0048,Eidikopathes_korallispongia_RSIOANT0050,Eidikopathes_sylospongia_RSIOANT0049,Eidikopathes_sylospongia_RSIOANT0051,Eidikopathes_sylospongia_USNM1467600,Eidikopathes_zealandkorallia_NIWA180818,Elatopathes_abietina_USNM1676346,Elatopathes_abietina_USNM1695054,Heteropathes_americana_USNM1483032,Hexapathes_bikofskii_MTQG80122,Leiopathes_annosa_USNM1071405,Leiopathes_sp_USNM1606568,Lillipathes_lilliei_CAS179055,Pteridopathes_pinnata_USNM1007089,Pteridopathes_tanycrada_USNM1007091,Rhipidipathes_helae_MTQG80117,Schizopathes_crassa_USNM78796,Stauropathes_staurocrada_USNM1071042,Stichopathes_flagellum_MTQG80013,Stichopathes_maldivensis_INVM251115,Stichopathes_sp1_MTQG74923,Stichopathes_sp2_TMAGK4320,Stichopathes_sp_USNM1695049,Stylopathes_americana_USNM1659395,Stylopathes_americana_USNM1660446,Stylopathes_columnaris_USNM1689097,Stylopathes_sp1_MTQG74916,Stylopathes_sp2_MTQG80174,Stylopathes_sp3_MTQG80044,Stylopathes_sp_USNM1689139,Tanacetipathes_cf_hirta_USNM1695043,Tanacetipathes_cf_tanacetum_USNM1695042,Telopathes_magna_USNM1204049,Trissopathes_pseudotristicha_USNM1689265,Umbellapathes_sp_CAS223581
Acanthopathes_humilis_USNM1484553,0.0,0.0301530125713308,0.0633360620364749,0.0675198305576532,0.1048021683180257,0.0974699006141375,0.0988993472113811,0.0319805606844609,0.0321192534523446,0.1335091577346304,0.1339652522246983,0.1104056278686793,0.1069608669922798,0.1346705126143297,0.0764310319571451,0.0288641662328567,0.0348119175318387,0.1321982032015452,0.1307207658803449,0.1116063005966655,0.1122156567848736,0.1311507081408337,0.1352021694958868,0.0301419029993851,0.0309240283187261,0.0305092779000597,0.0667719783733476,0.031464626129034,0.0604219374383551,0.0618611739992318,0.0610720350597724,0.0604074085329613,0.0994338260622198,0.1044056602116786,0.1000390668180693,0.0968550415575164,0.1064440898454248,0.1075858786011432,0.0741183475636939,0.0745334828440047,0.0747143209918986,0.097594576585939,0.0990374817357832,0.0768119793142019,0.0759606522945084,0.0757646557058962,0.0767982186316017,0.0765930838857374,0.0789193565279698,0.0615402437647366,0.0628146780859504,0.0968677423249868,0.0963664729883746,0.1428600383119012,0.1452030628967915,0.0997436339194378,0.0615122341030441,0.0591752234643428,0.1033364396573423,0.0945887228969086,0.0982976464263952,0.1102435960715074,0.1054610628467835,0.1115715357388097,0.1079148909692621,0.1122219129679152,0.0709351559585089,0.0691550095977308,0.0741372057575509,0.0714901641766034,0.0752367464784736,0.0710999771337632,0.0732110818134132,0.0759024625479613,0.0741792321863973,0.0990388361185623,0.0929793334658928,0.0973564442130808
Acanthopathes_undulata_USNM99807,0.0301530125713308,0.0,0.0651996510591103,0.0694683466277364,0.1038848328676874,0.0988932829585264,0.1014493052786659,0.0337638807462267,0.0346848317608005,0.1352175306724632,0.1341441195758842,0.1119411477649008,0.1082932328348604,0.1350734904683854,0.0792121174424956,0.0341161420855917,0.0391804115658818,0.1324268818817097,0.1308706270291384,0.1109274864643669,0.112578020364145,0.1328610739489074,0.1345880167225709,0.0327282663861428,0.0346835076688968,0.0334806902801008,0.0670105415709663,0.0344589316977836,0.0617356544113662,0.0622018163395792,0.0628420549163566,0.0611933357236632,0.1010629712902655,0.1057323100731301,0.1011915013616313,0.0994180041335202,0.1068323808236498,0.1095938000616021,0.0757315843479495,0.076200354860151,0.0758579849203443,0.0985602069665252,0.1022726306070865,0.0788573882241817,0.0779494530581324,0.0779264594478093,0.0786043427396979,0.0783232485743063,0.080622508603481,0.0610404537146458,0.0641450400640347,0.0984143807151578,0.0982300484482077,0.1435462255524954,0.1453265935915308,0.1023620944770088,0.0633898645624567,0.0606814210727139,0.1044503293073229,0.0958623367433011,0.1001720798051561,0.108832821870749,0.1069008336260903,0.1116423483327678,0.1083778643478846,0.1119259074105993,0.0751945900392553,0.0725585877367001,0.0759137582388255,0.0738001338142434,0.074213920222581,0.0755637649362973,0.0758507317071032,0.0774437993602776,0.0769270102068287,0.100792513862121,0.0948859446434027,0.0979049231602026
Allopathes_desbonni_USNM88327,0.0633360620364749,0.0651996510591103,0.0,0.0060653172754811,0.1058022738807476,0.1018521337023169,0.1040043743362149,0.0629234287277083,0.0624544723279975,0.1211565939691119,0.1225356946217157,0.0969794274268127,0.0962295220506427,0.1238586512398731,0.0825708696989243,0.0618809101072485,0.0633631517812629,0.119298664112106,0.1196446602752071,0.0992237168275246,0.0994039400153467,0.1210428763292752,0.1247948221045197,0.060294933155312,0.0621432868212142,0.062124266439003,0.0138190833785606,0.0614493716468868,0.0694959125042496,0.0688612347151491,0.0690190915171194,0.068516327448449,0.1058978884722366,0.1085818942440949,0.1044380926243213,0.1019159720144821,0.0927098773182711,0.0987008232212308,0.0814084986679949,0.0819004935573389,0.0825858017649688,0.1044335653238014,0.1059571626340018,0.0837100657146662,0.0830761638511998,0.0830871491186308,0.0849415658772835,0.083943300636223,0.0851648545372071,0.0694003040782954,0.0710760474060906,0.1028587361994108,0.1029945382030627,0.1436616764950068,0.1443311348152089,0.1068853035488644,0.0692519004549292,0.0700742918852564,0.0908449002265263,0.1020318081098492,0.105244210200433,0.0985356916012104,0.0956234949512694,0.0995059462754297,0.0964599520803037,0.0986637045358727,0.0797312067577935,0.0660546967153291,0.0816468185064965,0.0793057043243221,0.0782090361078845,0.0803412738222467,0.0812180485080595,0.083244187450927,0.081369553771201,0.1036243675204084,0.1012406115704076,0.1020508819716892
Allopathes_sp_USNM1689376,0.0675198305576532,0.0694683466277364,0.0060653172754811,0.0,0.1137570166030248,0.1065757377276689,0.1083075748977754,0.0657068021516371,0.0664333010645105,0.1278564547344329,0.1293040170875675,0.100203250900909,0.0970073615307855,0.1305327635668529,0.086210526352877,0.0624465616990519,0.0667499896639835,0.1277208791872465,0.1267307910733732,0.1029986247304347,0.1036740444275317,0.1276063132300769,0.1306642087637882,0.064918537994053,0.0643750225969233,0.0640152496085581,0.0158692874144913,0.066305514696,0.0742282597868037,0.0720454029762992,0.0739295320847913,0.0727728730784213,0.1088651565478567,0.113434006297443,0.1097349059289681,0.1079848828733853,0.0966239035540371,0.1008118384581425,0.0832276388201326,0.085119436280766,0.0838666920883449,0.1065870959917432,0.1118947442552616,0.0874183716580028,0.0866369362205646,0.0863520676891533,0.0871377040532151,0.0866249014169944,0.0903264283170193,0.0695848435208629,0.0734755178434127,0.1080324747964563,0.1052829224823847,0.1481057588616137,0.1497390844744959,0.1118395203446573,0.07396843384061,0.0714323359920731,0.0947048429145764,0.1041009857904421,0.1089955514117504,0.1007091571411574,0.0965404092317718,0.1014808352519746,0.0995258653089731,0.1021951519177027,0.08109866295966,0.0861139066678978,0.0838362490979544,0.082834958522263,0.0868976900813339,0.0838426487617588,0.0846040603383472,0.0867556540557899,0.0850562345484543,0.1089963139289973,0.1023605264157657,0.1058553443747506
Alternatipathes_bipinnata_USNM1234554,0.1048021683180257,0.1038848328676874,0.1058022738807476,0.1137570166030248,0.0,0.0389715446025785,0.0396185292542943,0.1013778715710729,0.1035451857734823,0.1658242139554138,0.1662209276164357,0.145684135130476,0.1397454777660252,0.1682722944453562,0.110875437328734,0.0963923362113156,0.0946413451787796,0.1644345255775434,0.164419162096289,0.1482687222524532,0.1457426249389058,0.1649947811868283,0.1683654528948186,0.1062056695991088,0.0997573296371624,0.1006772798791451,0.1113734209649522,0.1031303952637803,0.0942887203208099,0.0955439020461299,0.0946016115011599,0.0960492064734551,0.0488904379621655,0.0396987363610621,0.0473003039852857,0.0520737757777744,0.1419739919278146,0.1402210475924719,0.1044338935747128,0.105974384471893,0.1077857780914194,0.0279367850582456,0.0442555616049442,0.1081454757183394,0.1065558374450947,0.1081876755336375,0.109152155492504,0.1069706016766017,0.1111475533327443,0.089602927888907,0.0944768185379864,0.0677392877588877,0.066813754187607,0.1400150073486056,0.1438258664712378,0.0418587007474962,0.0976737362456504,0.0919833623372862,0.1389278248804372,0.036643805535636,0.0486437127133635,0.142548313073989,0.1411419811738648,0.1456696138974181,0.1423464077039738,0.1483261995404095,0.0995610270258026,0.0899861937185972,0.10418709809497,0.1027651184613453,0.1080785583001562,0.1017540062799853,0.1075861556401228,0.1089501755900202,0.1061371883789793,0.0506315153922457,0.0596690997330143,0.0124983001982623
Alternatipathes_mirabilis_USNM1070972,0.0974699006141375,0.0988932829585264,0.1018521337023169,0.1065757377276689,0.0389715446025785,0.0,0.0055077336232154,0.0946950866475888,0.0958611133888848,0.1634720060804133,0.1611397500124952,0.1379859669191608,0.1358646992926669,0.1624626363107931,0.1013121419730187,0.0918798690401727,0.0975843202607883,0.1598535565471383,0.1571801616085904,0.1421540712467804,0.1429816876160968,0.1591115475441434,0.1619348265635176,0.0975583246076219,0.0956930542967251,0.0953484321616724,0.1074880259436164,0.0957161879405858,0.0896659261456464,0.0864835399865025,0.087263573237343,0.0877879585598961,0.0430104395574159,0.0420098620773453,0.041133986517161,0.0408213152006877,0.1377200219871073,0.1378267806254562,0.0991848621412852,0.1008416745094958,0.1003278232059783,0.0310358872152661,0.0313756660948942,0.102594823089691,0.1014275639232171,0.1028644479467443,0.1031710736926568,0.1025245625685766,0.1054919664940942,0.0853502008295672,0.0890648352248281,0.0601342626213587,0.0600793189537203,0.1374812436542081,0.139424933194176,0.0319452679408385,0.0886430435178728,0.0842454159333156,0.134174791011125,0.0125115867868119,0.0419725065818324,0.1417597860636135,0.1370079694814787,0.1434179149321852,0.1409774031296169,0.142690017476055,0.0939499403074039,0.0968673957849259,0.1004094269414573,0.0976425934283376,0.0970248645257872,0.0991359952004923,0.1002234860029935,0.1021957019928336,0.100468112514125,0.0453305182783469,0.0577698634024065,0.0307788254696001
Alternatipathes_venusta_USNM1404492,0.0988993472113811,0.1014493052786659,0.1040043743362149,0.1083075748977754,0.0396185292542943,0.0055077336232154,0.0,0.0962996623065027,0.0967551610366538,0.1636398432650388,0.1606761915940957,0.1418211790191845,0.1380109235502628,0.1614236915580559,0.1047752537199348,0.0931186879935194,0.0972777443852901,0.1607612299676805,0.1568552385114497,0.1447624223044398,0.1452373805832237,0.1611094048178689,0.1627868934903653,0.1004596398332,0.0947769153065288,0.0978529076601782,0.1067714824575215,0.0966981583311653,0.0910830942758093,0.087421482294002,0.0888848014124225,0.0901498703906337,0.0436591115546528,0.0423992986680993,0.0408696497682357,0.0411192628641059,0.14009586391097,0.1390308721452934,0.1020090583223176,0.1030733279446761,0.1017641241658954,0.0319242141527382,0.0320713433156811,0.1035546014176246,0.1023234121600296,0.1037149770628363,0.1036650095529726,0.1029312823662648,0.1061378764777548,0.0874518169118889,0.091841295479287,0.0608174610241424,0.061416533222055,0.1391108160483594,0.1391344230679513,0.0314988936059201,0.0909081072690613,0.0868772380256497,0.137121144331126,0.01260655106521,0.0425508397918626,0.1422087078640756,0.1395857864429798,0.1446526222221675,0.1420532866607976,0.1448839251883169,0.0981126863063391,0.0920313185717174,0.1022135844964872,0.1008853426639387,0.0993431072340322,0.0994277092741245,0.1023123141450029,0.1045523475080007,0.1029714411321772,0.0448072266490127,0.0584008491126851,0.030750273190099
Anozopathes_hawaiiensis_USNM1010741,0.0319805606844609,0.0337638807462267,0.0629234287277083,0.0657068021516371,0.1013778715710729,0.0946950866475888,0.0962996623065027,0.0,0.0075335332367692,0.1320091718117548,0.1322407948398489,0.1109086736280671,0.1063183461721143,0.1312421626358781,0.0765969807935856,0.012091903553856,0.0155943492159123,0.1286111248615828,0.1272005364644536,0.1101347231756942,0.1084878004634588,0.1300097024597757,0.1297621035026827,0.0284420226349209,0.0290809910847288,0.0304873021192586,0.0649195959390875,0.0110013556497554,0.0581517042821455,0.0598065890291093,0.0604632689420492,0.0595712105375672,0.0952118395627596,0.100971958831596,0.0965508626346738,0.0968596166721555,0.1069470526157577,0.1102283290040918,0.0748846374437126,0.0733695448604055,0.0747621495363681,0.0956418541559366,0.0963091538051873,0.0765430502179311,0.0749544019941857,0.0753467240753344,0.0766529294301389,0.0756602722937859,0.0777828974099774,0.0629628285831857,0.0614793868879452,0.0950664051268319,0.0950000727584191,0.1377648599363249,0.1398410986828119,0.098448732377363,0.060852767426151,0.0583427128078731,0.1012015087186817,0.0915703877904432,0.0964200634570934,0.1073306423423556,0.1076318911000273,0.1121069615174033,0.1074922796319035,0.1114936423730547,0.072706089498328,0.0713958539448948,0.0742484832591908,0.0726580110393762,0.0705697587080197,0.0701881370703252,0.0728229377342529,0.0757883662713557,0.074740086431339,0.0973970170692902,0.0912679135503167,0.0951546606824199
Anozopathes_palauensis_USNM1007104,0.0321192534523446,0.0346848317608005,0.0624544723279975,0.0664333010645105,0.1035451857734823,0.0958611133888848,0.0967551610366538,0.0075335332367692,0.0,0.1309828620940935,0.1316140808206999,0.1063390614012393,0.106950835124902,0.1321383308981617,0.0777788499152909,0.0085984908993059,0.014996791273057,0.1290396173455413,0.1287057216284633,0.1095526298628366,0.1100089650595727,0.1297174623968434,0.1333993216474078,0.0287567699336005,0.031431597003489,0.0302317310747556,0.0643853735918666,0.0105214472195385,0.0591910605200178,0.0605858114102426,0.0600452418785482,0.0582825971987598,0.1017199722879495,0.1046298895286022,0.0984845279865108,0.0968430133806252,0.1047282693915914,0.1082744704363401,0.0742184259594231,0.0733194125247079,0.074218441723457,0.0976362002261028,0.1006690327119298,0.0763568300549018,0.0759483361719481,0.0758681511533884,0.076821309480395,0.0767242510335368,0.0785395275413662,0.0604872429310182,0.0619302017914614,0.0971712487575279,0.0966142858509896,0.1418584863858614,0.1437809923193519,0.0999405504947578,0.0608119372756448,0.0576864253569803,0.1027898759382676,0.0928093410243134,0.0985281533121151,0.1104327115401853,0.1055503649369015,0.1118859346631375,0.1072903465849682,0.1106986238136099,0.0727474724344824,0.0706017860159477,0.0724390760442317,0.0722644493141805,0.0722388331349875,0.0742448594489357,0.0730430886783586,0.0748640043070101,0.0737144810244242,0.0995865685565886,0.0927908925105987,0.0963090262225324
Antipathes_aculeata_MTQG80032,0.1335091577346304,0.1352175306724632,0.1211565939691119,0.1278564547344329,0.1658242139554138,0.1634720060804133,0.1636398432650388,0.1320091718117548,0.1309828620940935,0.0,0.0277128608028123,0.0947091904853777,0.0906309594073027,0.0278281467324099,0.1457038176392921,0.1281092381075571,0.1349858241869836,0.0034096509426339,0.0272537284875517,0.094613588958526,0.0957879548711877,0.0220898758517813,0.0304236315773741,0.1340386557505429,0.1283815419529012,0.1327243793500487,0.1280132716945569,0.1346490462745245,0.1392203279118379,0.1385382420686751,0.1356973191411169,0.1377644201760092,0.1635384444332771,0.167315645221119,0.1633799654151156,0.1577873263567236,0.0903610233180222,0.093706098786057,0.1418389454965915,0.1437071496131721,0.144048194249473,0.1638890150751082,0.1627788604126931,0.1462339569278046,0.1438400635147021,0.1460777257691617,0.146637860943041,0.1457940183455512,0.1509402481297037,0.1303414672715006,0.1375824704718096,0.1612925816842004,0.1593709069879876,0.1897522576756772,0.1912934145290175,0.1628731625927864,0.1410124921454179,0.1309015076765001,0.0867682428559306,0.1551423240271643,0.1618502712033332,0.0936360667957539,0.0922323408389691,0.0944012426861916,0.0921759661156002,0.0936722224222867,0.1368630033962415,0.1204251073188038,0.1428871285348461,0.1421342313327991,0.1418332614443558,0.1433980745265759,0.1450039501644659,0.1459916125963434,0.1439223888945337,0.1627465531041179,0.155997195317124,0.1622473732360995
